,T.NAGAR,SAIDAPET  ,GUINDY    ,CONCORDE  ,JN.OF R.C ,GURUNANAK ,VELACHERY ,TARAMANI  ,ANNA UNIVE,WPTC      ,SRP TOOLS ,KANDANCHAV,THORAIPAKK,MOOTAIKARA,KARAPAKKAM,SHOZHINGAN,KUMARAN NA,NUCLEUS CO,PERUMBAKKA,CHEMMANCHE,NAVALUR   ,CHURCH    ,SIRUCHERI ,PAL. CHEMI,HINDUSTAN ,KELAMBAKKA,CHENGAMMAL,KALAVAKKAM,THIRUPPORU,TripStartDate,Depot,Source,Destination,Direction,Schedule_Name,Route,Service_type,ETMNO,FLEETNO,TripNo,TripStartTime,TripEndTime,First_Ticket_Stage
CHURCH    ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,2,2020-06-23 05:57:00,0.320138889,
SIRUCHERI ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,2,2020-06-23 05:57:00,0.320138889,
PAL. CHEMI,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,2,2020-06-23 05:57:00,0.320138889,
HINDUSTAN ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,22.133333333333333,-2.0,15.366666666666667,-2.0,-2.0,-2.0,9.75,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,2,2020-06-23 05:57:00,0.320138889,2020-06-23 06:25:48
KELAMBAKKA,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,27.233333333333334,-2.0,20.466666666666665,-2.0,-2.0,-2.0,14.85,-2.0,-2.0,-2.0,5.1,0.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,2,2020-06-23 05:57:00,0.320138889,2020-06-23 06:20:42
CHENGAMMAL,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,2,2020-06-23 05:57:00,0.320138889,
KALAVAKKAM,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,2,2020-06-23 05:57:00,0.320138889,
THIRUPPORU,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,2,2020-06-23 05:57:00,0.320138889,
T.NAGAR,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,6,2020-06-23 12:00:00,0.578472222,
SAIDAPET  ,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,6,2020-06-23 12:00:00,0.578472222,
GUINDY    ,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,6,2020-06-23 12:00:00,0.578472222,
CONCORDE  ,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,6,2020-06-23 12:00:00,0.578472222,
JN.OF R.C ,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,6,2020-06-23 12:00:00,0.578472222,
GURUNANAK ,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,6,2020-06-23 12:00:00,0.578472222,
VELACHERY ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,6,2020-06-23 12:00:00,0.578472222,
TARAMANI  ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,6,2020-06-23 12:00:00,0.578472222,
ANNA UNIVE,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,6,2020-06-23 12:00:00,0.578472222,
WPTC      ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,6,2020-06-23 12:00:00,0.578472222,
SRP TOOLS ,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,6,2020-06-23 12:00:00,0.578472222,2020-06-23 12:49:57
KANDANCHAV,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2.5,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,20052019,SAIDAPET  ,KELAMBAKKA,SAIDAPET  ,DOWN,19B-T-AM-MDE,19B,MDE,MP15458A,J1000,6,2020-06-23 12:00:00,0.578472222,2020-06-23 12:47:27
